Date,Discharge
11/21/2018,4180
11/22/2018,2670
11/23/2018,2420
11/24/2018,2330
11/25/2018,2310
11/26/2018,2160
11/27/2018,2330
11/28/2018,3120
11/29/2018,2770
11/30/2018,2780
12/1/2018,5020
12/2/2018,5920
12/3/2018,4110
12/4/2018,7330
12/5/2018,6280
12/6/2018,5120
12/7/2018,6120
12/8/2018,5710
12/9/2018,10200
12/10/2018,6630
12/11/2018,9560
12/12/2018,8650
12/13/2018,8540
12/14/2018,6110
12/15/2018,2600
12/16/2018,7720
12/17/2018,7550
12/18/2018,6420
12/19/2018,6780
12/20/2018,6070
12/21/2018,5160
12/22/2018,4740
12/23/2018,4390
12/24/2018,3340
12/25/2018,4220
12/26/2018,4470
12/27/2018,3920
12/28/2018,13400
12/29/2018,9450
12/30/2018,6480
12/31/2018,6950
1/1/2019,2940
1/2/2019,6140
1/3/2019,6990
1/4/2019,5530
1/5/2019,5690
1/6/2019,9140
1/7/2019,9360
1/8/2019,9270
1/9/2019,9200
1/10/2019,9130
1/11/2019,9090
1/12/2019,8360
1/13/2019,7290
1/14/2019,6910
1/15/2019,8640
1/16/2019,9200
1/17/2019,8100
1/18/2019,6480
1/19/2019,5840
1/20/2019,3370
1/21/2019,2990
1/22/2019,8010
1/23/2019,6700
1/24/2019,6910
1/25/2019,5310
1/26/2019,9150
1/27/2019,8440
1/28/2019,8400
1/29/2019,4370
1/30/2019,2590
1/31/2019,8040
2/1/2019,8780
2/2/2019,7880
2/3/2019,3570
2/4/2019,1280
2/5/2019,1040
2/6/2019,2450
2/7/2019,7880
2/8/2019,8090
2/9/2019,7620
2/10/2019,6300
2/11/2019,5580
2/12/2019,2580
2/13/2019,3040
2/14/2019,7700
2/15/2019,8850
2/16/2019,3140
2/17/2019,1730
2/18/2019,1850
2/19/2019,3230
2/20/2019,5960
2/21/2019,7970
2/22/2019,5710
2/23/2019,4300
2/24/2019,5840
2/25/2019,8460
2/26/2019,9540
2/27/2019,9430
2/28/2019,8830
3/1/2019,6010
3/2/2019,8480
3/3/2019,7940
3/4/2019,6950
3/5/2019,8320
3/6/2019,9190
3/7/2019,9040
3/8/2019,8920
3/9/2019,8870
3/10/2019,8930
3/11/2019,8860
3/12/2019,8830
3/13/2019,8840
3/14/2019,8810
3/15/2019,8280
3/16/2019,8010
3/17/2019,8920
3/18/2019,8820
3/19/2019,8790
3/20/2019,8820
3/21/2019,8850
3/22/2019,8830
3/23/2019,7030
3/24/2019,4260
3/25/2019,4470
3/26/2019,4760
3/27/2019,5920
3/28/2019,4300
3/29/2019,4010
3/30/2019,4530
3/31/2019,3920
4/1/2019,4910
4/2/2019,3820
4/3/2019,4280
4/4/2019,3140
4/5/2019,2990
4/6/2019,3570
4/7/2019,4420
4/8/2019,4470
4/9/2019,4980
4/10/2019,6990
4/11/2019,5740
4/12/2019,6750
4/13/2019,5840
4/14/2019,7440
4/15/2019,6610
4/16/2019,6650
4/17/2019,6610
4/18/2019,6040
4/19/2019,13300
4/20/2019,7530
4/21/2019,5260
4/22/2019,7260
4/23/2019,6380
4/24/2019,7500
4/25/2019,6750
4/26/2019,5410
4/27/2019,4840
4/28/2019,7470
4/29/2019,7210
4/30/2019,6600
5/1/2019,6280
5/2/2019,6410
5/3/2019,6000
5/4/2019,6500
5/5/2019,5320
5/6/2019,3890
5/7/2019,4400
5/8/2019,3910
5/9/2019,5350
5/10/2019,4840
5/11/2019,4980
5/12/2019,1500
5/13/2019,1960
5/14/2019,3190
5/15/2019,4810
5/16/2019,4860
5/17/2019,5020
5/18/2019,4980
5/19/2019,3360
5/20/2019,3600
5/21/2019,5230
5/22/2019,5000
5/23/2019,4300
5/24/2019,3920
5/25/2019,2860
5/26/2019,1760
5/27/2019,1700
5/28/2019,2740
5/29/2019,2470
5/30/2019,1760
5/31/2019,2150
6/1/2019,1780
6/2/2019,1050
6/3/2019,1620
6/4/2019,2310
6/5/2019,1590
6/6/2019,1990
6/7/2019,1960
6/8/2019,4100
6/9/2019,3020
6/10/2019,2550
6/11/2019,3180
6/12/2019,5370
6/13/2019,4370
6/14/2019,3040
6/15/2019,2520
6/16/2019,1310
6/17/2019,1550
6/18/2019,2840
6/19/2019,3190
6/20/2019,3220
6/21/2019,2810
6/22/2019,2570
6/23/2019,1910
6/24/2019,2200
6/25/2019,3850
6/26/2019,3720
6/27/2019,3070
6/28/2019,2580
6/29/2019,2020
6/30/2019,1230
7/1/2019,1720
7/2/2019,2860
7/3/2019,2320
7/4/2019,2280
7/5/2019,1780
7/6/2019,2110
7/7/2019,1770
7/8/2019,1590
7/9/2019,1820
7/10/2019,1750
7/11/2019,1610
7/12/2019,4150
7/13/2019,3430
7/14/2019,1880
7/15/2019,1500
7/16/2019,2050
7/17/2019,2160
7/18/2019,2650
7/19/2019,2600
7/20/2019,2120
7/21/2019,1840
7/22/2019,1830
7/23/2019,3530
7/24/2019,2480
7/25/2019,2220
7/26/2019,2490
7/27/2019,2350
7/28/2019,1190
7/29/2019,1370
7/30/2019,2680
7/31/2019,2890
8/1/2019,2960
8/2/2019,4070
8/3/2019,2640
8/4/2019,1440
8/5/2019,1700
8/6/2019,2300
8/7/2019,1760
8/8/2019,1600
8/9/2019,1980
8/10/2019,1440
8/11/2019,1070
8/12/2019,1050
8/13/2019,1450
8/14/2019,2550
8/15/2019,2690
8/16/2019,1820
8/17/2019,1170
8/18/2019,962
8/19/2019,987
8/20/2019,2360
8/21/2019,1480
8/22/2019,1530
8/23/2019,2030
8/24/2019,1800
8/25/2019,1020
8/26/2019,1570
8/27/2019,1630
8/28/2019,2270
8/29/2019,2390
8/30/2019,1760
8/31/2019,1820
9/1/2019,1150
9/2/2019,984
9/3/2019,1520
9/4/2019,1870
9/5/2019,1660
9/6/2019,1670
9/7/2019,1200
9/8/2019,994
9/9/2019,1180
9/10/2019,1980
9/11/2019,2260
9/12/2019,1760
9/13/2019,1580
9/14/2019,2330
9/15/2019,1380
9/16/2019,1480
9/17/2019,1860
9/18/2019,1240
9/19/2019,1600
9/20/2019,1890
9/21/2019,1370
9/22/2019,1130
9/23/2019,1010
9/24/2019,1330
9/25/2019,1500
9/26/2019,1620
9/27/2019,1820
9/28/2019,1630
9/29/2019,1260
9/30/2019,1080
10/1/2019,1370
10/2/2019,1580
10/3/2019,1540
10/4/2019,1710
10/5/2019,1390
10/6/2019,1100
10/7/2019,1090
10/8/2019,1180
10/9/2019,1380
10/10/2019,1310
10/11/2019,1360
10/12/2019,1480
10/13/2019,1100
10/14/2019,1080
10/15/2019,1480
10/16/2019,1760
10/17/2019,1410
10/18/2019,1570
10/19/2019,1840
10/20/2019,2170
10/21/2019,1500
10/22/2019,2030
10/23/2019,2270
10/24/2019,1830
10/25/2019,1210
10/26/2019,1120
10/27/2019,1470
10/28/2019,1120
10/29/2019,1500
10/30/2019,2100
10/31/2019,3620
11/1/2019,3020
11/2/2019,1620
11/3/2019,1260
11/4/2019,1280
11/5/2019,1390
11/6/2019,1460
11/7/2019,1440
11/8/2019,2470
11/9/2019,1740
11/10/2019,1260
11/11/2019,988
11/12/2019,1170
11/13/2019,2680
11/14/2019,2940
11/15/2019,2480
11/16/2019,1690
11/17/2019,1280
11/18/2019,1360
11/19/2019,1950
11/20/2019,1890
11/21/2019,1810
11/22/2019,1670
11/23/2019,1760
11/24/2019,2600
11/25/2019,1540
11/26/2019,1890
11/27/2019,1510
11/28/2019,1910
11/29/2019,1740
11/30/2019,1800
12/1/2019,1160
12/2/2019,1280
12/3/2019,1760
12/4/2019,1890
12/5/2019,1640
12/6/2019,1530
12/7/2019,1170
12/8/2019,1090
12/9/2019,1130
12/10/2019,1410
12/11/2019,1660
12/12/2019,2180
12/13/2019,3660
12/14/2019,3800
12/15/2019,1910
12/16/2019,1170
12/17/2019,1910
12/18/2019,2860
12/19/2019,2430
12/20/2019,2100
12/21/2019,1610
12/22/2019,1360
12/23/2019,4070
12/24/2019,3410
12/25/2019,1870
12/26/2019,1660
12/27/2019,1690
12/28/2019,1480
12/29/2019,1140
12/30/2019,1130
12/31/2019,1340
1/1/2020,1850
1/2/2020,3610
1/3/2020,8650
1/4/2020,5910
1/5/2020,2850
1/6/2020,1750
1/7/2020,1930
1/8/2020,3250
1/9/2020,2430
1/10/2020,1940
1/11/2020,2210
1/12/2020,5190
1/13/2020,3870
1/14/2020,4000
1/15/2020,3280
1/16/2020,3200
1/17/2020,3430
1/18/2020,1890
1/19/2020,2210
1/20/2020,1700
1/21/2020,3910
1/22/2020,7050
1/23/2020,4790
1/24/2020,6170
1/25/2020,5100
1/26/2020,2100
1/27/2020,2420
1/28/2020,3210
1/29/2020,3310
1/30/2020,3430
1/31/2020,2940
